# The event-alphabet mapping G-ORDER decided under (INV-INS-138) while the generated
# api30 catalogue was its oracle. One row per (`.mop` event -> `ORDER` symbol)
# association, per specification. A mapping is a judgement about what a pointcut
# captures, and a wrong one is a wrong verdict in both directions, so it was never
# inferred; that discipline is what made the re-anchoring below checkable.
#
# D-16 (2026-08-26, task 11.3): **nothing reads this file.** The sole oracle of
# `jca_android` is the pinned expert copy `RVSec-replication-package/tools/rules/`, and
# `scripts/gh105_order_gate.py` reads `order_alphabet_map_expert.csv` -- the same
# associations, dispositions and reasons, re-keyed to the expert rules' symbols and lines
# by `scripts/gh105_expert_alphabet.py`, by signature and never by name. The row-by-row
# account of what the move cost is `order_alphabet_map_delta.csv`; the reading of it is
# `data/gh105/evidence/f8-order-alphabet-expert.md`.
#
# The file stays on disk for the reason every superseded record of this change stays: it
# is the artefact the pre-D-16 verdicts were computed on, and the evidence that cites
# them (`f1-order-gate-precedence.md`, `f2-*.md`, `f3-OrderMapComplete.md`) resolves over
# it (INV-INS-118). It is not a fallback and there is no code path that would reach it --
# G-ORDER names one map, and pointing `--rules` at the expert catalogue while this file
# supplied the anchors would compare expert symbols against api30 lines and read the
# mis-keying as a set of ordering defects. Everything below is history; read the
# successor.
#
# What the switch measured, on the day it landed: 14 passed / 0 failed / 8 allow-listed
# under this file and the api30 rules, against 13 / 6 / 3 under the successor and the
# expert rules. Four of the six are the same divergence with a witness written in the
# other catalogue's symbols and are re-keyed by task 11.4; one allowance stops being
# needed (`CipherInputStreamSpec`, whose witness came from a constructor only api30
# declared); two are new and behavioural (`KeyPairSpec`, `MacSpec`) and belong to task
# 11.6 and a researcher decision.
#
# The mapping is not a bijection, on purpose and in both directions. The `.mop`
# separates overloads to bind arguments (`CipherSpec.i2` is one event over the six
# `init(int, Key, ...)` overloads the rule names apart), and the rule aggregates
# events the `.mop` keeps together (`SignatureSpec.update` is `Updates` whole).
# `symbol_kind` says which side of that a row is on.
#
# `disposition = order-unmapped` is the exemption INV-INS-138 grants: the event has
# no `ORDER` counterpart at all, and the gate erases it from BOTH languages before
# deciding equivalence. That is what lets an absorbed accuser -- one whose body
# carries an accusation of its own, so the set would lose a report by deleting it
# (`SecureRandomSpec.g4`, `PBEKeySpecSpec.f1` and `f2`) -- satisfy G-ACC by entering
# the automaton without breaking the language comparison. It is a claim with a reason
# attached, never a way to make a comparison come out right. A negated twin that Group 3
# fused into its sibling gets no row: it stopped existing as an event (design.md census,
# corrected 2026-08-20). The twins the fusion did not reach are still events and still
# need a row -- `KeyStoreSpec.g2`, `KeyGeneratorSpec.g3`, `MacSpec.g3`,
# `KeyManagerFactorySpec.g3` -- and `order-unmapped` is what they get, for the reason
# every one of them carries: the rejected call is the same call as the accepted one, and
# what rejects it is a CONSTRAINTS clause, which an ORDER has no symbol for.
#
# Not every absorbed accuser needs the exemption. `KeyPairGeneratorSpec.initError`
# is absorbed and yet `mapped`, to `i3`, because the rule's `i3: initialize(keySize)`
# is what the call is whatever size it carries -- the bound is a CONSTRAINTS clause,
# not an ORDER symbol -- so the honest row is the mapping, and the two events
# standing for one symbol is the non-bijection this file already models (task 3.6).
#
# Covered here (task 2.8) -- the specifications Groups 3 and 5 reach first:
#   Group 3, the nine orphan-carrying specifications: IvParameterSpec,
#   KeyPairGeneratorSpec, PBEKeySpecSpec, PBEParameterSpecSpec, SSLContextSpec,
#   SecretKeySpecSpec, SecureRandomSpec, SignatureSpec, TrustManagerFactorySpec.
#   Group 5, the pilot chain of task 5.1 (SecureRandom -> byte[] -> IvParameterSpec
#   -> Cipher): CipherSpec. The other two links are already covered above.
#
# Mapped at task 7.1, which completed the file -- the twelve specifications left over
# once Groups 3 and 5 had taken theirs: CipherInputStreamSpec, CipherOutputStreamSpec,
# DHGenParameterSpecSpec, GCMParameterSpecSpec, HMACParameterSpecSpec, KeyGeneratorSpec,
# KeyManagerFactorySpec, KeyPairSpec, KeyStoreSpec, MacSpec, MessageDigestSpec,
# SecretKeySpec. Two of them had grown events since the census that named them:
# KeyGeneratorSpec went from 5 to 8 and MacSpec from 8 to 12.
#
# Two of the set's 24 specifications are declared G-ORDER skips rather than missing
# rows, and a declared skip is prose here and never a data row: `read_map` groups by
# specification and `build_automata` skips on `if not rows`, so any row at all -- even
# an empty one -- would take the file out of the skip and make the gate look for a rule
# that does not exist.
#
#   RandomStringPassword  api30 states no RandomStringPassword.cryptsl. The file is the
#     set's dataflow bridge over `String.valueOf(Object)` and `String.toCharArray()`,
#     two JDK conversions no CrySL rule of the oracle orders. Its `ere : vo gb` is a
#     claim about a conversion, not about an API's typestate, and there is nothing to
#     compare it against.
#
#   IvChainJunction  api30 states no IvChainJunction.cryptsl. The file reads three of
#     `Cipher.cryptsl`'s REQUIRES clauses over arguments CipherSpec cannot bind, and it
#     is deliberately not a second statement of Cipher's ordering: its `ere` accepts
#     every sequence of its own events, which is the whole claim it makes about order --
#     none. Mapping it to Cipher.cryptsl would compare Cipher's ORDER against a free
#     star over a subset of Cipher's calls, which diverges by construction and would
#     report an ordering defect against a file that states no ordering.
#
# A symbol the rule declares and no `.mop` event covers is recorded here and nowhere
# else, because there is no data row that can hold it: `order-unmapped` erases an event
# of the `.mop`, never a symbol of the rule, and `gate_allowlist.csv` holds only the
# rule-side cases that G-ORDER actually reports -- `CipherInputStreamSpec`'s `c1 r1 c`
# and `SecretKeySpec`'s `d` are there because they are hits to forgive, and a row that
# forgives nothing would be counted as a decision to forgive by the reader that loads
# that file. One such symbol family exists in this set (task 10.5):
#
#   KeyStoreSpec  api30's KeyStore.cryptsl declares `scE: setCertificateEntry` (`:67`)
#     and `skE1`/`skE2: setKeyEntry` (`:69`, `:71`), and no event of this set observes
#     any of the three. It is not an ordering divergence and G-ORDER reports none: the
#     rule's own ORDER (`:79`) is `Gets, Loads, ((gE?, gk) | (sE, Stores))*`, which names
#     none of them, so the aggregate `Entries` that holds them is declared and never
#     used, and two languages cannot differ over a symbol neither expression contains.
#     D-16 (2026-08-25) settles it rather than reopening it: the sole oracle of this set
#     is the pinned expert copy, and RVSec-replication-package/tools/rules/KeyStore.crysl
#     declares no setter events at all -- its alphabet is g1, g2, l1, l2, s1, s2, ge1,
#     se1, gk1 -- so nothing is uncovered against the oracle this set answers to.
#     Observing setCertificateEntry/setKeyEntry would be a new accusation class, which
#     this change does not add.
#
# gh109 task 6.2 (2026-08-27) qualifies two claims above, by measurement.
#
# First, "nothing reads this file" is no longer true, and was already only half true when
# it was written: no *gate* reads it -- G-ORDER reads the expert successor -- but the
# MOP-CrySL conformance component reads exactly this file, as its M2 epsilon-erasure
# source (`AlphabetMap.java`, `M2OrderCorpusTest:79`, `M1EventsCorpusTest:62`). An event
# of the paired corpus with no row here is not erased and not mapped: M2 emits
# ORDER-SEM-DISPOSICAO for it and refuses to choose. So the file is live, and a new
# specification that lands without its rows takes a refusal with it.
#
# Second, the anchoring. The fourteen producer specifications of gh109 group G2 were
# written from the pinned expert oracle alone, under D-16, and eight of the rules they
# transcribe have no `.cryptsl` file in the api30 generation at all. Their rows are
# therefore anchored on the expert rule -- `<Rule>.crysl` with an expert line -- and the
# `.cryptsl` spelling of the rows above is history, not a schema. Which of the fourteen
# api30 happened to generate says nothing about where the judgement came from, so all
# fourteen are anchored the same way, declared in `EXPERT_NATIVE_SPECS` in
# `scripts/gh105_expert_alphabet.py`; the derivation carries them through untouched and
# the delta records each as `expert-native`, an origin rather than a move. Every one of
# the nineteen associations is one-to-one -- the `.mop` transcribes the rule's own event
# labels, constructor for constructor -- which is why their reasons are mostly empty:
# a row says something only where the transcription is not the obvious one.
#
# Columns: `rule_line` points at the event declaration in
# MetaCrySL/generated/api30/<rule>, which is the read-only oracle -- a mapping that
# cannot name its line is a mapping nobody checked.
spec,mop_event,order_symbol,symbol_kind,rule,rule_line,disposition,reason
AlgorithmParameterGeneratorSpec,get,Get,aggregate,AlgorithmParameterGenerator.crysl,13,mapped,"one event over `getInstance(String)` and `getInstance(String, String)`, the rule's `Get := g1 | g2` whole"
AlgorithmParameterGeneratorSpec,initSize,i1,event,AlgorithmParameterGenerator.crysl,15,mapped,"`init(size)`. The two size overloads are events apart and not one fused event, because only the two-argument one binds the `random` the rule's REQUIRES names, and a fused event beside a random-binding one would put two letters where the ORDER has one Init"
AlgorithmParameterGeneratorSpec,initSizeRandom,i2,event,AlgorithmParameterGenerator.crysl,16,mapped,"`init(size, random)`, the only event of the file that binds the SecureRandom `randomized[random]` names"
AlgorithmParameterGeneratorSpec,initSpec,i3,event,AlgorithmParameterGenerator.crysl,17,mapped,"`init(genParamSpec)`. No clause of the rule names its argument, so the event has an empty body; it exists because an Init alternative with no event leaves the rule accepting a sequence the specification rejects, which G-ORDER measured on this file"
AlgorithmParameterGeneratorSpec,initSpecRandom,i4,event,AlgorithmParameterGenerator.crysl,18,mapped,"`init(genParamSpec, random)`, the second site of `randomized[random]`"
AlgorithmParameterGeneratorSpec,gen,gp1,event,AlgorithmParameterGenerator.crysl,21,mapped,"`algParams = generateParameters()`, the whole of `GenParam`"
AlgorithmParametersSpec,get,Get,aggregate,AlgorithmParameters.crysl,13,mapped,"one event over `getInstance(String)` and `getInstance(String, String)`, which is the rule's `Get := g1 | g2` whole"
AlgorithmParametersSpec,init,Init,aggregate,AlgorithmParameters.crysl,18,mapped,"one event over `init(AlgorithmParameterSpec)`, `init(byte[])` and `init(byte[], String)`, which is the rule's `Init := i1 | i2 | i3` whole; the body discriminates by runtime type, which is what separates the rule's `paramSpec` from its `params`"
AlgorithmParametersSpec,encoded,GetEncoded,aggregate,AlgorithmParameters.crysl,22,mapped,"one event over `getEncoded()` and `getEncoded(String)`, which is the rule's `GetEncoded := e1 | e2` whole; no clause names the format the second overload takes"
CertificateFactorySpec,get,Get,aggregate,CertificateFactory.crysl,11,mapped,"one event over the three `getInstance` overloads api30 declares, which is the rule's `Get := g1 | g2` whole"
CertificateFactorySpec,genCert,gc1,event,CertificateFactory.crysl,13,mapped,"`generateCertificate(inStream)`, the whole of `GenCert`"
CertificateFactorySpec,genCertPath,gen1,event,CertificateFactory.crysl,16,mapped,"the rule's `generateCertPath(_)`, whose anonymous argument api30 spells in two ways -- over an `InputStream` and over a `List` -- so one event covers both"
CertificateFactorySpec,genCertPathEncoded,gen2,event,CertificateFactory.crysl,17,mapped,"`generateCertPath(inStream, encoding)`, the only overload whose second argument a CONSTRAINTS clause names, which is why it is an event of its own"
CertificateFactorySpec,genCrl,gcrl1,event,CertificateFactory.crysl,20,mapped,"`generateCRL(inStream)`, the whole of `GenCRL`"
DigestInputStreamSpec,c1,c1,event,DigestInputStream.crysl,14,mapped,"`DigestInputStream(stream, digest)`, the whole of `Con`"
DigestInputStreamSpec,r1,r1,event,DigestInputStream.crysl,17,mapped,`read()`
DigestInputStreamSpec,r2,r2,event,DigestInputStream.crysl,18,mapped,"`read(data, offset, len)`"
DigestInputStreamSpec,cl1,cl1,event,DigestInputStream.crysl,21,mapped,"`close()`, which the class inherits from `java.io.FilterInputStream` and the pointcut names on the subtype; javac emits the call site's static receiver type as the invoke owner, so the association is with the call the rule means"
DigestInputStreamSpec,on,,,DigestInputStream.crysl,,order-unmapped,"the FORBIDDEN accuser (`DigestInputStream.crysl:11`). A FORBIDDEN clause states that a call must not happen, not where it happens, so the event has no ORDER counterpart at all; it accuses in its body and self-loops at every state, which is the disposition `SSLContextSpec.getDefault` and `PBEKeySpecSpec.f1`/`f2` already carry"
DigestOutputStreamSpec,c1,c1,event,DigestOutputStream.crysl,15,mapped,"`DigestOutputStream(stream, digest)`, the whole of `Con`"
DigestOutputStreamSpec,w1,r1,event,DigestOutputStream.crysl,18,mapped,"`write(specifiedByte)`; the rule numbers the two `Write` alternatives `r1` and `r2`, which is a copy-paste of its input-stream sibling and not a claim about reading"
DigestOutputStreamSpec,w2,r2,event,DigestOutputStream.crysl,19,mapped,"`write(data, offset, len)`"
DigestOutputStreamSpec,cl1,cl1,event,DigestOutputStream.crysl,22,mapped,"`close()`, inherited from `java.io.FilterOutputStream` and named on the subtype; see the input-stream twin for the measurement"
DigestOutputStreamSpec,on,,,DigestOutputStream.crysl,,order-unmapped,"the FORBIDDEN accuser (`DigestOutputStream.crysl:12`), same disposition as its input-stream twin"
IvParameterSpec,c1,cons1,event,IvParameterSpec.cryptsl,15,mapped,
IvParameterSpec,c2,cons2,event,IvParameterSpec.cryptsl,17,mapped,
KeyFactorySpec,get,Get,aggregate,KeyFactory.crysl,12,mapped,"one event over the three `getInstance` overloads api30 declares, which is the rule's `Get := g1 | g2` whole"
KeyFactorySpec,genPrivate,gpr1,event,KeyFactory.crysl,14,mapped,"`privateKey = generatePrivate(keySpec)`, the whole of `GenPriv`"
KeyFactorySpec,genPublic,gpu1,event,KeyFactory.crysl,17,mapped,"`publicKey = generatePublic(keySpec)`, the whole of `GenPubl`"
KeyPairGeneratorSpec,g1,g1,event,KeyPairGenerator.cryptsl,17,mapped,
KeyPairGeneratorSpec,g2,g2,event,KeyPairGenerator.cryptsl,19,mapped,
KeyPairGeneratorSpec,g3,,,KeyPairGenerator.cryptsl,,order-unmapped,"the invalid-algorithm accuser over the same `getInstance(String)` call as g1; the rule states the algorithm in CONSTRAINTS, and an ORDER has no symbol for a call it rejects on a constraint"
KeyPairGeneratorSpec,init1,i3,event,KeyPairGenerator.cryptsl,27,mapped,"`initialize(int)` is the rule's keySize branch"
KeyPairGeneratorSpec,init2,i4,event,KeyPairGenerator.cryptsl,29,mapped,
KeyPairGeneratorSpec,init3,i1,event,KeyPairGenerator.cryptsl,23,mapped,"`initialize(AlgorithmParameterSpec)` is the rule's params branch"
KeyPairGeneratorSpec,init4,i2,event,KeyPairGenerator.cryptsl,25,mapped,
KeyPairGeneratorSpec,initError,i3,event,KeyPairGenerator.cryptsl,27,mapped,"the rejected-key-size accuser over the same `initialize(int)` call as init1; task 3.6 absorbed it into the `Inits` group of the `ere`, where the rule already puts it -- `i3` is the call, and the size bound is a CONSTRAINTS clause, so the two events stand for one symbol and the erased languages are unchanged"
KeyPairGeneratorSpec,initError2,i4,event,KeyPairGenerator.cryptsl,29,mapped,"the rejected-key-size accuser over the same `initialize(int, SecureRandom)` call as init2, absorbed into the `Inits` group of the `ere` the way `initError` is. It maps to init2's symbol and not to initError's: it stands for the rule's two-argument `Init`, and filing it under `initialize(keysize)` would erase the wrong language. The size bound is a CONSTRAINTS clause, so the two events stand for one symbol and the erased languages are unchanged"
KeyPairGeneratorSpec,gen,Generators,aggregate,KeyPairGenerator.cryptsl,37,mapped,"one event over both `generateKeyPair()` and `genKeyPair()`, which is the aggregate whole"
PBEKeySpecSpec,f1,,,PBEKeySpec.cryptsl,,order-unmapped,"`PBEKeySpec(char[])` is a constructor the rule's EVENTS do not name at all; the event exists to accuse the forbidden overload, and a call outside the rule's alphabet has no ORDER symbol. Absorbed by task 3.5"
PBEKeySpecSpec,f2,,,PBEKeySpec.cryptsl,,order-unmapped,"same as f1 for `PBEKeySpec(char[], byte[], int)`"
PBEKeySpecSpec,c1,c1,event,PBEKeySpec.cryptsl,23,mapped,
PBEKeySpecSpec,c2,cP,event,PBEKeySpec.cryptsl,25,mapped,"`clearPassword()`, the rule's second and last ordered event"
PBEParameterSpecSpec,c1,c1,event,PBEParameterSpec.cryptsl,15,mapped,
PBEParameterSpecSpec,c2,c2,event,PBEParameterSpec.cryptsl,17,mapped,
SSLContextSpec,g1,g1,event,SSLContext.cryptsl,23,mapped,
SSLContextSpec,g2,g2,event,SSLContext.cryptsl,25,mapped,
